Store Number,Name,Telephone,Address1,Address2,City,State,Zip,Latitude,Longitude
3378,Liberty Lake,509-922-2549,1342 North Liberty Lake Road,,Liberty Lake,WA,99019-8523,47.669034,-117.105541
79637,Safeway #1741 - Liberty Lake,,1233 N. LIBERTY LAKE RD.,,Liberty Lake,WA,99019-7518,47.668351,-117.106823
3284,506 N. Sullivan,509-924-1085,506 N. Sullivan,,Veradale,WA,99037-8543,47.662079,-117.195829
79243,Fred Meyer-Veradale #351,509-921-5350,15609 E Sprague Ave,,Veradale,WA,99037-5003,47.658457,-117.1936
79513,Safeway - Spokane #1473,509-921-9859,EAST 14020 SPRAGUE,,Spokane,WA,99216,47.655983,-117.216263
8935,Sprague & Pine,509-926-8497,12328 E. Sprague Ave,,Spokane,WA,99216-0720,47.656716,-117.238509
73116,Albertsons-Spokane #258,509-892-2112,13606 E. 32nd Avenue,,Spokane,WA,99216-0113,47.626248,-117.222467
3230,Trent & Argonne,509-922-8675,"8901 E Trent, Suite 114",Suite 114,Spokane,WA,99212-2376,47.682021,-117.283786
79726,Safeway - Spokane #1273,509-721-7696,NORTH 1441 ARGONNE RD.,,SPOKANE,WA,99212,47.670378,-117.284861
8849,Broadway & Argonne,509-892-0669,9119 E Broadway,,Spokane Valley,WA,99206-3895,47.664574,-117.282444
9853,Sprague & Thierman- Spokane Valley,509-534-0419,"6630 E Sprague Ave, D",D,Spokane Valley,WA,99212-0851,47.656589,-117.3151
361,Wandermere,509-468-9461,"12519 N Division St, 7",7,Spokane,WA,99218-1936,47.771347,-117.404887
8138,Hawthorne & Nevada,509-465-1531,915 East Hawthorne Road,,Spokane,WA,99218-1482,47.751484,-117.396084
79590,Safeway - Spokane #1299,509-465-2576,10100 N Newport Hwy,,Spokane,WA,99218-1369,47.750283,-117.397633
10477,"Market & Garland-Spokane, WA",509-482-8587,"3907 North Market Street, B",B,Spokane,WA,99207-5809,47.693843,-117.365303
74251,Safeway-Spokane #1799,509-482-3357,3919 N Market St,,Spokane,WA,99207-5813,47.694125,-117.366831
3342,Heritage Village,509-464-1589,"9335 N Newport Highway, Suite A",Suite A,Spokane,WA,99218-1215,47.742583,-117.409409
72722,Fred Meyer - Spokane #657,509-532-4000,400 South Thor St.,,Spokane,WA,99202-5075,47.652733,-117.361665
14719,Division & Wellesley - Spokane,509-483-5070,4727 N. Division St,,Spokane,WA,99207-1403,47.701722,-117.411362
3968,Safeway - Spokane #3248,509-327-4880,902 W Francis Ave,,Spokane,WA,99208-3639,47.716001,-117.424575
74252,Safeway-Spokane #3255,509-482-1987,933 E Mission Ave,,Spokane,WA,99202-1923,47.672314,-117.395021
3200,1217 N. Hamilton,509-482-7623,1217 N. Hamilton,,Spokane,WA,99202-1911,47.669068,-117.396609
3450,Division & Buckeye,509-328-8181,2703 N. Division Street,,Spokane,WA,99207-2010,47.682891,-117.411532
360,Five Mile-Spokane,509-325-2239,1704 W Francis,,Spokane,WA,99205-6833,47.715723,-117.436605
362,South Hill,509-534-8971,2525 E 29th Avenue,,Spokane,WA,99223-4855,47.628554,-117.373233
74777,Safeway-Spokane #1242,509-532-0822,2509 E 29th Ave,,Spokane,WA,99223-4803,47.629329,-117.37446
8681,Shadle Park Center,509-325-3232,2401 West Wellesley,,Spokane,WA,99205-5009,47.700541,-117.446677
8655,2nd & Division,509-747-7617,"172 S. Divison Street Suite A, A",A,Spokane,WA,99202-1509,47.654715,-117.411522
3916,Safeway - Spokane #1494,509-327-4593,2507 W Wellesley Ave,,Spokane,WA,99205-5007,47.7006,-117.4476
74913,Safeway - Spokane #342,509-327-4974,W 1616 NW Blvd,,Spokane,WA,99205,47.680503,-117.435703
2926,57th & Regal - Spokane,509-443-9270,"3007 East 57th, Bay - E",Bay - E,Spokane,WA,99223-7037,47.60259,-117.365869
368,13TH and Grand,509-624-3619,1307 S Grand Avenue,,Spokane,WA,99202-1136,47.643606,-117.408882
3269,Main & Post,509-747-1305,721 W. Main,,Spokane,WA,99201-0607,47.658842,-117.42304
3377,Sundance Plaza,509-467-3767,9031 N Indian Trail Rd,,Spokane,WA,99208-9116,47.740567,-117.48574
13932,37th & Grand - Spokane,509-624-4359,3719 S Grand Blvd,,Spokane,WA,99203-2712,47.620552,-117.401794
10177,Crosspointe Plaza-Spokane,509-455-3502,10510 W. SR2 STE 8,,Spokane,WA,99224,47.6318,-117.4878
75926,GEG Rotunda A/B,509-624-2397,9000 West Airport Drive,,Spokane,WA,99224-9437,47.625671,-117.535939
75930,GEG C 21,509-838-9740,9000 West Airport Drive,,Spokane,WA,99224-9437,47.623882,-117.538754
70075,Fairchild AFB,,101 W Spaatz Rd,,Fairchild AFB,WA,99011-9447,47.638752,-117.6479
9854,Cheney Plaza- Cheney,509-235-5527,2816 First Street,,Cheney,WA,99004-2003,47.507053,-117.566807
79658,Safeway - Cheney #1740,,2710 First St,,Cheney,WA,99004-2032,47.505962,-117.566828
70368,Safeway - Colville #385,,391 North Main St,,Colville,WA,99114-2309,48.547555,-117.906468
9730,American Fork-Salt Lake,801-763-8057,"821 West State St, Suite F1",Suite F1,American Fork,UT,84003-9742,40.38771,-111.824234
17281,Target Orem T-1754,801-224-6007,175 W Center St,,Orem,UT,84057-4607,40.297112,-111.699531
6924,12300 South & 1300 East-Draper,801-501-9177,1283 E. Draper Pkwy.,,Draper,UT,84020-9098,40.528274,-111.855212
9894,Unversity Mall- Orem,801-225-7104,"555 East University Parkway, Pad B",Pad B,Orem,UT,84097-7750,40.273794,-111.682415
8967,Sandy-106th & State,801-523-9267,77 West 10600 South,,Sandy,UT,84070-4160,40.558512,-111.892498
10881,"134th South & Bangerter, Riverton",801-254-9929,3728 West 13400 South,,Riverton,UT,84065-2331,40.508481,-111.979706
9580,Little Cottonwood Shopping Center,801-576-0668,1960 East 9400 South,,Sandy,UT,84093-3002,40.58007,-111.835466
72605,Super Target Sandy ST-1752,801-255-3301,10130 S State St,,Sandy,UT,84070-4118,40.567275,-111.893174
13277,"9400 South & 1000 East, Sandy",801-878-8192,9354 S. Village Shop Drive,,Sandy,UT,84094-7719,40.5813,-111.861434
76525,Target South Jordan T-2123,801-253-5174,11525 S Jordan Pkwy Plaza,,South Jordan,UT,84095-8069,40.541582,-111.982733
11949,"9000 S. & Redwood, W. Jordan",801-566-9533,1577 W. 9000 S.,,West Jordan,UT,84088-9219,40.587432,-111.935839
5890,Union Park Ave & 1300 East,801-563-0878,"1300 E Union Park, Ste 122",Ste 122,Fort Union,UT,84047,40.61595,-111.88423
72604,Super Target Salt Lake City ST-1751,801-255-2292,7025 South Park Centre Dr,,Salt Lake City,UT,84121,40.622849,-111.849998
6835,5900 S & State Street,801-266-3922,5905 S State St,,Murray,UT,84107-7222,40.642535,-111.8886
76706,Target West Jordan T-2150,801-316-0049,7779 S Jordan Landing Blvd,,West Jordan,UT,84084-1975,40.610198,-111.983813
73448,Associated Food Store-SLC #2395,801-262-0177,5632 South 900 E,,Salt Lake City,UT,84121-1034,40.648805,-111.867733
5338,Cottonwood I,801-277-9815,4744 South Highland Drive,,Salt Lake City,UT,84117,40.667014,-111.839727
10473,Plaza 5500- Taylorsville,801-966-0720,"5500 South Redwood Road, 100",100,Taylorsville,UT,84123-5375,40.651043,-111.939325
13989,3500 S & 2700 W -West Valley City_U,801-964-1130,2727 West 3500 South,,West Valley City,UT,84119-3106,40.696233,-111.95839
73586,Associated Food Store-SLC #2371,801-487-1784,2040 S 2300 E,,Salt Lake City,UT,84108-3220,40.72609,-111.825952
5459,2100 South/700 East,801-483-2974,701 East 2100 South,,Salt Lake City,UT,84106-1829,40.72563,-111.870759
11309,"21st & State, Salt Lake City",801-466-4268,2101 S State St,,South Salt Lake City,UT,84115-2721,40.725229,-111.887818
6611,Park Ave & Iron Horse,435-649-7985,"1700 Park Ave, Suite 101",Suite 101,Park City,UT,84060-5156,40.65783,-111.506949
73421,Assoc Food Store-Park City #2365,435-649-6134,1760 Park Ave,,Park City,UT,84060-5125,40.659407,-111.507018
5310,15th & 15th,801-485-7267,1527 South 1500 East,,Salt Lake City,UT,84105-2809,40.736458,-111.8476
11947,"1830 S & 300 W, Salt Lake City",801-466-9223,"1868 S & 300 W, A",A,Salt Lake City,UT,84115-2397,40.729602,-111.900025
5329,Foothill Village Store,801-583-2208,1414 DS South Foothill Drive,,Salt Lake City,UT,84108-2347,40.739844,-111.826791
8932,West Valley-Shoppes at Lake Park,801-968-8192,2993 South 5600 West,,West Valley,UT,84120-1304,40.705754,-112.024454
9084,Target Salt Lake City T-2641,801-401-9562,1110 S 300 West,,Salt Lake City,UT,84101-3053,40.745001,-111.899661
73952,Smith's - Downtown Utah #94,801-328-6000,455 S 500 E,,Salt Lake City,UT,84102-2753,40.75934,-111.875709
13391,"600 South & 200 West, SLC",801-532-1367,224 West 600 South,,Salt Lake City,UT,84101-2703,40.756923,-111.898274
5658,700 East & 400 South - Salt Lake Ci,801-359-8132,655 E 400 S,,Salt Lake City,UT,84102-2870,40.760912,-111.872007
75547,Sheraton Salt Lake City - Lobby,801-401-2000,150 W 500th Street,,Salt Lake City,UT,84101-2321,40.75827,-111.89526
75144,U of Utah Med Center- ER Entrance,801-587-3805,50 N Medical Dr,,Salt Lake City,UT,84132-0001,40.77121,-111.839254
75920,Marriott Salt Lake City Downtown,801-531-0800,75 SW Temple Street,,Salt Lake City,UT,84101-1400,40.76722,-111.894327
6453,The Gateway,801-456-0335,9 South Rio Grande Street,,Salt Lake City,UT,84101-1151,40.768967,-111.903964
72355,"SLC Salt LK CTY Term 1, Food Court",801-575-2622,474 N. 3700 West,,Salt Lake City,UT,84116-2903,40.774506,-111.978396
16691,SLC-T2-Pre Security,801-575-2609,776 N Terminal Dr,,Salt Lake City,UT,84122-7003,40.785341,-111.982238
16678,SLC-Concourse E,,776 N Terminal Dr,,Salt Lake City,UT,84122-7003,40.785758,-111.981272
75876,SLC B 10,,776 N  Terminal Drive,,Salt Lake City,UT,84122-7003,40.786769,-111.981933
10794,"500 West & 500 South, Bountiful",801-292-2354,175 North 500 West,,West Bountiful,UT,84010-7163,40.891328,-111.892464
10703,Centerville Super Wal-Mart Shops,801-298-0256,"356 N. Marketplace Drive, #A100",#A100,Centerville,UT,84014-1736,40.92105,-111.88772
10983,"King & Main, Layton",801-544-3680,"729 North King Street, #600",,Layton,UT,84041-4682,41.07094,-111.978541
13841,"Antelope & Hillfield, Layton",801-774-0528,2011 North Hillfield Road,,Layton,UT,84041-4740,41.089451,-111.973899
10760,"1800 North & 2000 West-Clinton, UT",801-773-3260,1819 West 1800 North,,Clinton,UT,84015-8580,41.139615,-112.06138
11572,"56th & Harrison, South Ogden",801-479-4338,5598 S Harrison Blvd,,South Ogden,UT,84403-4321,41.161731,-111.939964
2920,1140 W Riverdale Rd-Riverdale,801-394-5960,1140 W Riverdale Rd,,Riverdale,UT,84405-3787,41.17611,-112.007533
75638,State Line Nugget Casino Interior,775-664-2221,101 Wendover Rd,,Wendover,NV,89883,40.735419,-114.044845
10334,Providence Crossing- Cedar City,435-586-2531,1233 S Sage Dr,,Cedar City,UT,84720-1998,37.655785,-113.084423
10416,"Sunset Blvd. & Bluff.-St. George, U",435-674-0126,"1091 North Bluff St, Suite 401",Suite 401,St. George,UT,84770-7041,37.125633,-113.602014
73689,Albertsons - St. George #329,435-388-7156,745 N Dixie Downs Dr,,St. George,UT,84770-5124,37.121087,-113.624854
2936,Red Cliffs Dr & St. George Blvd,435-673-8320,"158 N Red Cliff Dr, A1",A1,St. George,UT,84790-8199,37.11082,-113.553975
75273,Virgin River Hotel & Casino,802-346-7777,100 Pioneer Blvd,,Mesquite,NV,89027-4929,36.814886,-114.066955
75551,Casablanca Hotel & Casino - Lobby,702-346-7529,950 W. Mesquite Blvd,,Mesquite,NV,89027-5204,36.80203378,-114.103413
79615,Safeway - Page #249,928-645-2064,650 ELM STREET,,Page,AZ,86040,36.915979,-111.458521
79551,Safeway - Sun City West #2054,623-975-2304,13503 Camino Del Sol,,Sun City West,AZ,85375-4439,33.655026,-112.350031
74743,Safeway-Sun City West #1520,623-975-4022,14505 W Grand Ave,,Surprise,AZ,85374-4358,33.655095,-112.373207
76731,Super Target Peoria T-2227,623-376-7300,24890 N Lake Pleasant Rd,,Peoria,AZ,85383-1348,33.70979398,-112.2753042
11326,"Grand & Reems, Surprise",623-584-5015,"18885 Reems Road, #105",#105,Surprise,AZ,85374-8689,33.64500384,-112.3823983
6622,"Bell & Grand, Surprise",623-584-6354,"13706 W. Bell Road, 20",20,Surprise,AZ,85374-3867,33.63917,-112.355294
11433,Lake Pleasant & Happy Valley,623-561-0231,"24654 N. Lake Pleasant Parkway, #101",#101,Peoria,AZ,85383-1359,33.70725879,-112.2726839
72590,Bashas' Peoria #102,623-537-2320,20351 N Lake Pleasant Rd,,Peoria,AZ,85382-9703,33.668669,-112.278624
11219,"Bell & Brookside, Surprise",623-584-6593,"15332 W. Bell Road, #135",#135,Surprise,AZ,85374-2473,33.639046,-112.390835
73762,Fry's #61 Surprise,623-546-2522,15510 W. Bell Road,,Surprise,AZ,85374-3436,33.639878,-112.395113
79707,Safeway - Peoria #2799,623-243-9204,28455 N Vistancia Blvd.,,Peoria,AZ,85383-2087,33.74101292,-112.3207276
79767,Safeway-Phoenix #236,623-972-1350,10926 W Bell Rd,,Phoenix,AZ,85373,33.638766,-112.292002
73629,Albertsons-Surprise #1026,623-546-3517,16750 W Bell Rd,,Surprise,AZ,85374-9539,33.640022,-112.420619
74864,Safeway-Surprise #1997,623-518-1059,17049 W Bell Rd,,Surprise,AZ,85374-2976,33.637516,-112.425319
10094,"99th Ave. & Bell, Sun City",623-583-1459,"10001 W. Bell Road, #101",#101,Sun City,AZ,85351-1283,33.637847,-112.276692
74733,Safeway-Surprise #2699,623-476-1810,13828 W Waddell Rd,,Surprise,AZ,85379-3802,33.610561,-112.357462
16389,Fry-s-Peoria #74,623-561-5504,8375 W Deer Valley Rd,,Peoria,AZ,85382-2460,33.681569,-112.241076
73125,Albertsons-Peoria #991,623-572-5744,8240 W Deer Valley Rd,,Peoria,AZ,85382-2125,33.6817,-112.23607
73838,Bashas - Surprise #137,623-214-6460,15367 W Waddell Rd,,Surprise,AZ,85379-5132,33.609583,-112.391672
3199,Fry's #680 Surprise,623-455-7900,15215 N. Cotton Lane,,Surprise,AZ,85388-9607,33.622454,-112.426908
6894,101 Freeway & Union Hills Drive,623-566-9202,"8251 W. Union Hills Drive, #100",#100,Glendale,AZ,85308-0504,33.652302,-112.23585
5500,Arrowhead Towne Center,623-334-8061,"7700  Arrowhead Town Center, Suite #1083",Suite #1083,Glendale,AZ,85308,33.64093323,-112.2274539
7074,"Fry's-Phoenix, AZ #73",623-561-8905,6625 W Happy Valley Rd,,Phoenix,AZ,85310-2617,33.71206,-112.20165
74450,Safeway-Glendale #1510,623-572-8814,"20205 N 67th Ave, 100",100,Glendale,AZ,85308-6659,33.66663029,-112.2047733
5036,Fry's - Glendale #625,623-334-2940,6611 W. Bell Road,,Glendale,AZ,85308-3607,33.63941519,-112.218458
5376,67th & Beardsley,623-362-9288,"20249 N. 67th Ave., # B",# B,Glendale,AZ,85308-6843,33.671724,-112.20241
5622,75th & Bell Ave.,623-878-1717,"7410 West Bell Road, #310",#310,Glendale,AZ,85308-8548,33.638348,-112.218198
73971,"Fry's-Glendale, AZ #60",623-825-3111,20220 N 59th Ave,,Glendale,AZ,85308-6844,33.669608,-112.188458
6733,"75th Avenue & Thurderbird, Peoria",623-979-5479,"7518 W. Thunderbird Road, #4",#4,Peoria,AZ,85381-6079,33.6113624,-112.221611
6874,"59th & Union Hills, Glendale",602-298-9098,"18555 N. 59th Avenue, 131",131,Glendale,AZ,85308-1255,33.653445,-112.185
74401,Safeway-Peoria #1662,623-583-7227,10641 W Olive Ave,,Peoria,AZ,85345-7323,33.564162,-112.288447
72123,Main Exchange Mall,623-536-1219,"7123 N. 138th Ave., Building 1540",Building 1540,Glendale,AZ,85309-1700,33.539368,-112.356751
79705,Safeway - Glendale #1636,603-863-9700,5860 West Thunderbird,,Glendale,AZ,85306-4629,33.612023,-112.18473
5465,59th & Thunderbird,602-942-8923,"5894 W. Thunderbird Rd., Suite #2",Suite #2,Glendale,AZ,85306,33.611166,-112.18527
6539,"39th & Pinnacle Peak, Phoenix",623-869-8906,"23425 N. 39th Drive, #106",#106,Glendale,AZ,85310-4197,33.698579,-112.143603
10259,"67th Ave. & Peoria, Glendale",623-979-3190,"6649 W. Peoria Avenue, 1",1,Glendale,AZ,85302-1001,33.581363,-112.202398
75378,ASU West Campus - Fletcher Library,602-543-3429,4701 W. Thunderbird Road,,Glendale,AZ,85306-4900,33.60796079,-112.1598728
73348,Albertsons-Glendale #941,602-843-1871,5040 W. Cactus,,Glendale,AZ,85304-2237,33.597307,-112.167358
79721,Safeway - Phoenix #240,602-863-1431,3450 West Bell,,Phoenix,AZ,85053-2926,33.640508,-112.133505
5451,Loop 101 & Beardsley,623-869-9744,"3049 West Agua Fria Freeway, #1",#1,Phoenix,AZ,85027-3965,33.66814,-112.124275
72593,Bashas' Litchfield Park #130,623-547-4580,5115 N Dysart Rd Ste 150,,Litchfield Park,AZ,85340-3034,33.509948,-112.340901
11892,"Dysart & Camelback, Phoenix",623-935-2845,"5104 N. Dysart Road, #400",#400,Litchfield Park,AZ,85340-3057,33.509748,-112.340897
9251,"43rd Avenue & Thunderbird, Phoenix",602-298-1262,4123 W. Thunderbird Road,,Phoenix,AZ,85053-5341,33.610479,-112.147505
8974,"Happy Valley & I-17, Phoenix",623-587-6499,"2501 West Happy Valley Road, #50-1200",#50-1200,Phoenix,AZ,85085-3703,33.712881,-112.112323
9065,USAA Phoenix Campus,632-715-7174,1 Norterra Dr,,Phoenix,AZ,85085-8204,33.7142,-112.1087
9450,"99th Avenue & Camelback, Phoenix",623-872-6172,"9925 W. Camelback Road, #115",#115,Phoenix,AZ,85037-5003,33.508023,-112.275625
76853,Target Glendale T-2341,623-931-4434,10404 N 43rd Ave,,Glendale,AZ,85302-2097,33.579203,-112.152465
73583,Albertsons-Phoenix #1004,623-582-4985,3130 W Carefree Hwy,,Phoenix,AZ,85086-3200,33.799713,-112.127161
79769,Safeway - Phoenix #1170,623-492-0165,18631 N 19th Ave,,Phoenix,AZ,85027-5299,33.656121,-112.098255
6690,"Indian School & 107 Ave, Avondale",623-872-1602,10585 W. Indian School Rd,,Avondale,AZ,85392-5653,33.493358,-112.286652
74198,Safeway-Goodyear #1511,623-935-3228,14175 W Indian Sch R,,Goodyear,AZ,85338-9626,33.4842517,-112.364097
70322,Safeway-Phoenix #1654,,4811 N 83rd Ave,,Phoenix,AZ,85033-1000,33.507393,-112.236068
1249,Bashas-Goodyear #169,623-547-4889,2075 N Pebble Creek Pkwy,,Goodyear,AZ,85395-2535,33.48449,-112.39426
6682,"31st & Peoria, Phoenix",602-943-4362,"2815 W. Peoria Avenue, #A101",#A101,Phoenix,AZ,85029-5219,33.581401,-112.123365
14177,Daisy Mountain & Gavilan Peak,623-551-0977,"39504 N. Daisy Mountain Drive, #118",#118,Anthem,AZ,85086-6065,33.843337,-112.134407
79754,Safeway - Phoenix #257,602-841-0117,8021 N 35th Avenue,,Phoenix,AZ,85051-5867,33.553498,-112.13423
11890,"Dysart & McDowell, Goodyear",623-547-2505,1690 N. Dysart Road,,Goodyear,AZ,85395-1121,33.465094,-112.341039
10309,"91st. Avenue & Thomas, Phoenix",623-474-7163,"2815 N. 91st Avenue, #103",#103,Phoenix,AZ,85037-4053,33.478138,-112.255146
6581,"Anthem & I-17, Anthem",623-551-5407,3640 W. Anthem Way,,Anthem,AZ,85086-0416,33.863853,-112.13441
8606,"3rd Street & Bell Rd, Phoenix",602-863-1564,"275 East Bell Road, #100",#100,Phoenix,AZ,85022-6317,33.640182,-112.070516
6779,"Mc Dowell & 99th, Avondale",623-907-0917,"10030 W  McDowell Rd, Ste 160",,Avondale,AZ,85392-4861,33.4670061,-112.2769857
76656,SuperTarget - Deer Valley T-2236,602-794-3601,16806 N 7th St,,Phoenix,AZ,85022-6698,33.639236,-112.068878
74284,Safeway-Phoenix #413,602-863-4194,550 E Bell Rd,,Phoenix,AZ,85022-2313,33.641589,-112.067082
14560,"7th Street & Bell, Phoenix",602-493-2144,17045 N 7th St,,Phoenix,AZ,85022-2401,33.64106,-112.065402
76968,SuperTarget Goodyear West ST-2400,480-627-3275,995 South Cotton Lane,,Goodyear,AZ,85338-4604,33.45894,-112.395464
76360,Target Phoenix T-851,623-245-1800,7409 W Virginia Ave,,Phoenix,AZ,85035-1336,33.475703,-112.218588
5923,"Litchfield & McDowell, Goodyear",623-536-3256,"1375 North Litchfield Road, 100",100,GOODYEAR,AZ,85395-1613,33.44953,-112.358326
74446,Safeway-Goodyear #2618,623-476-1708,440 N Estrella Pkwy,,Goodyear,AZ,85338-2880,33.451508,-112.394057
7971,"35th Ave & Bethany Home, Phoenix",602-841-2163,"3320 W. Bethany Home Road, #100",#100,Phoenix,AZ,85017-1956,33.524013,-112.130275
5829,"7th & Thunderbird, Phoenix",602-938-1306,"13240 N 7th St, 1 & 2",1 & 2,Phoenix,AZ,85022-5309,33.605903,-112.064659
5469,19th & Northern - Phoenix,602-216-0299,"1820 W Northern, #A140",#A140,Phoenix,AZ,85021-5292,33.553947,-112.098212
74234,Safeway-Anthem #1726,623-551-0200,3655 W Anthem Way,,Anthem,AZ,85086-0430,33.826,-112.0746
9997,"75th Ave. & McDowell, Phoenix",623-247-0774,"1610 N. 75th Avenue, #100",#100,Phoenix,AZ,85035-4500,33.466038,-112.221309
9415,"115th Ave. & Buckeye, Avondale",623-936-0591,"11435 W. Buckeye Road, A101",A101,Avondale,AZ,85323-6812,33.434209,-112.30519
8188,"Fry's-Goodyear, AZ #676",623-925-4440,16380 W Yuma Rd,,Goodyear,AZ,85338-3100,33.43574,-112.411285
73175,Albertsons-Phoenix #985,602-494-7388,18411 N Cave Creek Rd,,Phoenix,AZ,85032-1099,33.652953,-112.029721
76825,Super Target Phoenix Spectrum ST-23,602-242-0197,5715 N 19th Ave,,Phoenix,AZ,85015-2433,33.522362,-112.093326
10931,99th Ave & Lower Buckeye,623-936-3136,"2735 S. 99th Avenue, #101",#101,Tolleson,AZ,85353-1403,33.422636,-112.271941
76596,Target Phoenix SW T-2149,623-687-2136,9830 W Lower Buckeye,,Phoenix,AZ,85003,33.421368,-112.270618
8656,"32nd Street & Bell Rd, Phoenix",602-867-7968,"3317 E. Bell Road, #100",#100,Phoenix,AZ,85032-2725,33.640233,-112.011032
74723,Safeway-Phoenix #1515,602-331-0134,810 E Glendale Ave,,Phoenix,AZ,85020-5332,33.539217,-112.06239
9590,"7th Avenue & Missouri, Phoenix",602-265-4176,5344 N. 7th Avenue,,Phoenix,AZ,85013-1903,33.516411,-112.08282
